,GHO (CODE),GHO (DISPLAY),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),AGEGROUP (CODE),AGEGROUP (DISPLAY),SEX (CODE),SEX (DISPLAY),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),Numeric
174,MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,,USA,United States of America,DAYS0-27,0-27 days,,,CH5,Tetanus,0.00000
175,MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,,USA,United States of America,DAYS0-27,0-27 days,,,CH6,Measles,0.00000
176,MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,,USA,United States of America,DAYS0-27,0-27 days,,,CH7,Meningitis/encephalitis,0.00053
177,MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,,USA,United States of America,DAYS0-27,0-27 days,,,CH8,Malaria,0.00000
178,MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,,USA,United States of America,DAYS0-27,0-27 days,,,CH9,Acute lower respiratory infections,0.00409
179,MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,,USA,United States of America,DAYS0-27,0-27 days,,,CH10,Prematurity,0.44551
180,MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,,USA,United States of America,DAYS0-27,0-27 days,,,CH11,Birth asphyxia and birth trauma,0.08016
181,MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,,USA,United States of America,MONTHS1-59,1-59 months,,,CH15,Congenital anomalies,0.24933
182,MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,,USA,United States of America,MONTHS1-59,1-59 months,,,CH16,Other noncommunicable diseases,0.27688
183,MORT_300,Distribution of causes of death among children aged < 5 years (%),2015,2015,,USA,United States of America,MONTHS1-59,1-59 months,,,CH17,Injuries,0.27021
184,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,MONTHS1-59,1-59 months,,,CH2,HIV/AIDS,0.00000
185,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,MONTHS1-59,1-59 months,,,CH3,Diarrhoeal diseases,0.03303
186,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,MONTHS1-59,1-59 months,,,CH5,Tetanus,0.00000
187,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,YEARS0-4,0-4 years,,,CH8,Malaria,0.00000
188,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,YEARS0-4,0-4 years,,,CH9,Acute lower respiratory infections,0.02752
189,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,YEARS0-4,0-4 years,,,CH10,Prematurity,0.27078
190,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,YEARS0-4,0-4 years,,,CH11,Birth asphyxia and birth trauma,0.04812
191,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,YEARS0-4,0-4 years,,,CH12,Sepsis and other infectious conditions of the newborn,0.02455
192,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,YEARS0-4,0-4 years,,,CH13,"Other communicable, perinatal and nutritional conditions",0.10984
193,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,YEARS0-4,0-4 years,,,CH15,Congenital anomalies,0.24857
194,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,DAYS0-27,0-27 days,,,CH2,HIV/AIDS,0.00000
195,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,DAYS0-27,0-27 days,,,CH3,Diarrhoeal diseases,0.00000
196,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,DAYS0-27,0-27 days,,,CH5,Tetanus,0.00000
197,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,DAYS0-27,0-27 days,,,CH6,Measles,0.00000
198,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,DAYS0-27,0-27 days,,,CH7,Meningitis/encephalitis,0.00037
199,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,DAYS0-27,0-27 days,,,CH8,Malaria,0.00000
200,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,DAYS0-27,0-27 days,,,CH9,Acute lower respiratory infections,0.00422
201,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,MONTHS1-59,1-59 months,,,CH12,Sepsis and other infectious conditions of the newborn,0.00000
202,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,MONTHS1-59,1-59 months,,,CH13,"Other communicable, perinatal and nutritional conditions",0.04646
203,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,MONTHS1-59,1-59 months,,,CH15,Congenital anomalies,0.25136
204,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,MONTHS1-59,1-59 months,,,CH16,Other noncommunicable diseases,0.28278
205,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,MONTHS1-59,1-59 months,,,CH17,Injuries,0.26501
206,MORT_MATERNALNUM,Number of maternal deaths,2006,2006,,USA,United States of America,,,,,,,570.00000
207,MORT_MATERNALNUM,Number of maternal deaths,2008,2008,,USA,United States of America,,,,,,,580.00000
208,MORT_MATERNALNUM,Number of maternal deaths,2015,2015,,USA,United States of America,,,,,,,680.00000
209,MORT_MATERNALNUM,Number of maternal deaths,2017,2017,,USA,United States of America,,,,,,,720.00000
210,MDG_0000000026,Maternal mortality ratio (per 100 000 live births),2016,2016,,USA,United States of America,,,,,,,19.00000
211,MDG_0000000026,Maternal mortality ratio (per 100 000 live births),2015,2015,,USA,United States of America,,,,,,,18.00000
212,MDG_0000000026,Maternal mortality ratio (per 100 000 live births),2012,2012,,USA,United States of America,,,,,,,16.00000
213,MDG_0000000026,Maternal mortality ratio (per 100 000 live births),2004,2004,,USA,United States of America,,,,,,,13.00000
214,MDG_0000000026,Maternal mortality ratio (per 100 000 live births),2006,2006,,USA,United States of America,,,,,,,14.00000
215,WHOSIS_000014,Stillbirth rate (per 1000 total births),2004,2004,,USA,United States of America,,,,,,,3.09560
216,WHOSIS_000014,Stillbirth rate (per 1000 total births),2006,2006,,USA,United States of America,,,,,,,2.96290
217,WHOSIS_000014,Stillbirth rate (per 1000 total births),2013,2013,,USA,United States of America,,,,,,,2.97982
218,WHOSIS_000014,Stillbirth rate (per 1000 total births),2015,2015,,USA,United States of America,,,,,,,3.01931
219,WHOSIS_000015,Life expectancy at age 60 (years),2000,2000,,USA,United States of America,,,MLE,Male,,,19.77033
220,WHOSIS_000015,Life expectancy at age 60 (years),2000,2000,,USA,United States of America,,,FMLE,Female,,,22.80136
221,WHOSIS_000015,Life expectancy at age 60 (years),2000,2000,,USA,United States of America,,,BTSX,Both sexes,,,21.40679
222,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE20-24,20-24 years,MLE,Male,,,0.00139
223,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE30-34,30-34 years,MLE,Male,,,0.00146
224,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE55-59,55-59 years,MLE,Male,,,0.01011
225,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE65-69,65-69 years,MLE,Male,,,0.02374
226,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE5-9,5-9 years,MLE,Male,,,0.00016
227,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE15-19,15-19  years,MLE,Male,,,0.00091
228,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE50-54,50-54 years,MLE,Male,,,0.00662
229,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE60-64,60-64 years,MLE,Male,,,0.01435
230,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE85PLUS,85+ years,MLE,Male,,,0.16568
231,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,2010,High-income,USA,United States of America,AGE1-4,1-4 years,MLE,Male,,,0.00029
232,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,2010,High-income,USA,United States of America,AGE35-39,35-39 years,MLE,Male,,,0.00178
233,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,2010,High-income,USA,United States of America,AGE45-49,45-49 years,MLE,Male,,,0.00400
234,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,2010,High-income,USA,United States of America,AGE80-84,80-84 years,MLE,Male,,,0.07242
235,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGELT1,<1 year,MLE,Male,,,0.00676
236,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE20-24,20-24 years,MLE,Male,,,0.00129
237,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE30-34,30-34 years,MLE,Male,,,0.00174
238,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE40-44,40-44 years,MLE,Male,,,0.00255
239,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE65-69,65-69 years,MLE,Male,,,0.01856
240,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE75-79,75-79 years,MLE,Male,,,0.04189
241,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2019,2019,High-income,USA,United States of America,AGE15-19,15-19  years,MLE,Male,,,0.00066
242,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2019,2019,High-income,USA,United States of America,AGE25-29,25-29 years,MLE,Male,,,0.00164
243,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2019,2019,High-income,USA,United States of America,AGE50-54,50-54 years,MLE,Male,,,0.00571
244,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2019,2019,High-income,USA,United States of America,AGE60-64,60-64 years,MLE,Male,,,0.01344
245,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2019,2019,High-income,USA,United States of America,AGE70-74,70-74 years,MLE,Male,,,0.02898
246,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE1-4,1-4 years,FMLE,Female,,,0.00028
247,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE10-14,10-14 years,FMLE,Female,,,0.00016
248,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE45-49,45-49 years,FMLE,Female,,,0.00252
249,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE55-59,55-59 years,FMLE,Female,,,0.00610
250,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE80-84,80-84 years,FMLE,Female,,,0.06265
251,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGELT1,<1 year,FMLE,Female,,,0.00587
252,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE5-9,5-9 years,FMLE,Female,,,0.00014
253,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE30-34,30-34 years,FMLE,Female,,,0.00075
254,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE40-44,40-44 years,FMLE,Female,,,0.00180
255,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE75-79,75-79 years,FMLE,Female,,,0.03497
256,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE85PLUS,85+ years,FMLE,Female,,,0.14477
257,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,2010,High-income,USA,United States of America,AGE25-29,25-29 years,FMLE,Female,,,0.00057
258,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,2010,High-income,USA,United States of America,AGE35-39,35-39 years,FMLE,Female,,,0.00104
259,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,2010,High-income,USA,United States of America,AGE60-64,60-64 years,FMLE,Female,,,0.00788
260,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,2010,High-income,USA,United States of America,AGE70-74,70-74 years,FMLE,Female,,,0.01936
261,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE10-14,10-14 years,FMLE,Female,,,0.00012
262,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE20-24,20-24 years,FMLE,Female,,,0.00046
263,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE55-59,55-59 years,FMLE,Female,,,0.00569
264,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE65-69,65-69 years,FMLE,Female,,,0.01181
