,GHO (CODE),GHO (DISPLAY),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),AGEGROUP (CODE),AGEGROUP (DISPLAY),SEX (CODE),SEX (DISPLAY),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY)
185,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,MONTHS1-59,1-59 months,,,CH3,Diarrhoeal diseases
186,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,MONTHS1-59,1-59 months,,,CH5,Tetanus
187,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,YEARS0-4,0-4 years,,,CH8,Malaria
188,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,YEARS0-4,0-4 years,,,CH9,Acute lower respiratory infections
189,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,YEARS0-4,0-4 years,,,CH10,Prematurity
190,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,YEARS0-4,0-4 years,,,CH11,Birth asphyxia and birth trauma
191,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,YEARS0-4,0-4 years,,,CH12,Sepsis and other infectious conditions of the newborn
192,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,YEARS0-4,0-4 years,,,CH13,"Other communicable, perinatal and nutritional conditions"
193,MORT_300,Distribution of causes of death among children aged < 5 years (%),2016,2016,,USA,United States of America,YEARS0-4,0-4 years,,,CH15,Congenital anomalies
194,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,DAYS0-27,0-27 days,,,CH2,HIV/AIDS
195,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,DAYS0-27,0-27 days,,,CH3,Diarrhoeal diseases
196,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,DAYS0-27,0-27 days,,,CH5,Tetanus
197,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,DAYS0-27,0-27 days,,,CH6,Measles
198,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,DAYS0-27,0-27 days,,,CH7,Meningitis/encephalitis
199,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,DAYS0-27,0-27 days,,,CH8,Malaria
200,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,DAYS0-27,0-27 days,,,CH9,Acute lower respiratory infections
201,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,MONTHS1-59,1-59 months,,,CH12,Sepsis and other infectious conditions of the newborn
202,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,MONTHS1-59,1-59 months,,,CH13,"Other communicable, perinatal and nutritional conditions"
203,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,MONTHS1-59,1-59 months,,,CH15,Congenital anomalies
204,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,MONTHS1-59,1-59 months,,,CH16,Other noncommunicable diseases
205,MORT_300,Distribution of causes of death among children aged < 5 years (%),2017,2017,,USA,United States of America,MONTHS1-59,1-59 months,,,CH17,Injuries
206,MORT_MATERNALNUM,Number of maternal deaths,2006,2006,,USA,United States of America,,,,,,
207,MORT_MATERNALNUM,Number of maternal deaths,2008,2008,,USA,United States of America,,,,,,
208,MORT_MATERNALNUM,Number of maternal deaths,2015,2015,,USA,United States of America,,,,,,
209,MORT_MATERNALNUM,Number of maternal deaths,2017,2017,,USA,United States of America,,,,,,
210,MDG_0000000026,Maternal mortality ratio (per 100 000 live births),2016,2016,,USA,United States of America,,,,,,
211,MDG_0000000026,Maternal mortality ratio (per 100 000 live births),2015,2015,,USA,United States of America,,,,,,
212,MDG_0000000026,Maternal mortality ratio (per 100 000 live births),2012,2012,,USA,United States of America,,,,,,
213,MDG_0000000026,Maternal mortality ratio (per 100 000 live births),2004,2004,,USA,United States of America,,,,,,
214,MDG_0000000026,Maternal mortality ratio (per 100 000 live births),2006,2006,,USA,United States of America,,,,,,
215,WHOSIS_000014,Stillbirth rate (per 1000 total births),2004,2004,,USA,United States of America,,,,,,
216,WHOSIS_000014,Stillbirth rate (per 1000 total births),2006,2006,,USA,United States of America,,,,,,
217,WHOSIS_000014,Stillbirth rate (per 1000 total births),2013,2013,,USA,United States of America,,,,,,
218,WHOSIS_000014,Stillbirth rate (per 1000 total births),2015,2015,,USA,United States of America,,,,,,
219,WHOSIS_000015,Life expectancy at age 60 (years),2000,2000,,USA,United States of America,,,MLE,Male,,
220,WHOSIS_000015,Life expectancy at age 60 (years),2000,2000,,USA,United States of America,,,FMLE,Female,,
221,WHOSIS_000015,Life expectancy at age 60 (years),2000,2000,,USA,United States of America,,,BTSX,Both sexes,,
222,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE20-24,20-24 years,MLE,Male,,
223,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE30-34,30-34 years,MLE,Male,,
224,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE55-59,55-59 years,MLE,Male,,
225,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE65-69,65-69 years,MLE,Male,,
226,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE5-9,5-9 years,MLE,Male,,
227,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE15-19,15-19  years,MLE,Male,,
228,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE50-54,50-54 years,MLE,Male,,
229,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE60-64,60-64 years,MLE,Male,,
230,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE85PLUS,85+ years,MLE,Male,,
231,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,2010,High-income,USA,United States of America,AGE1-4,1-4 years,MLE,Male,,
232,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,2010,High-income,USA,United States of America,AGE35-39,35-39 years,MLE,Male,,
233,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,2010,High-income,USA,United States of America,AGE45-49,45-49 years,MLE,Male,,
234,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,2010,High-income,USA,United States of America,AGE80-84,80-84 years,MLE,Male,,
235,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGELT1,<1 year,MLE,Male,,
236,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE20-24,20-24 years,MLE,Male,,
237,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE30-34,30-34 years,MLE,Male,,
238,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE40-44,40-44 years,MLE,Male,,
239,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE65-69,65-69 years,MLE,Male,,
240,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE75-79,75-79 years,MLE,Male,,
241,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2019,2019,High-income,USA,United States of America,AGE15-19,15-19  years,MLE,Male,,
242,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2019,2019,High-income,USA,United States of America,AGE25-29,25-29 years,MLE,Male,,
243,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2019,2019,High-income,USA,United States of America,AGE50-54,50-54 years,MLE,Male,,
244,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2019,2019,High-income,USA,United States of America,AGE60-64,60-64 years,MLE,Male,,
245,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2019,2019,High-income,USA,United States of America,AGE70-74,70-74 years,MLE,Male,,
246,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE1-4,1-4 years,FMLE,Female,,
247,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE10-14,10-14 years,FMLE,Female,,
248,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE45-49,45-49 years,FMLE,Female,,
249,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE55-59,55-59 years,FMLE,Female,,
250,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE80-84,80-84 years,FMLE,Female,,
251,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGELT1,<1 year,FMLE,Female,,
252,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE5-9,5-9 years,FMLE,Female,,
253,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE30-34,30-34 years,FMLE,Female,,
254,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE40-44,40-44 years,FMLE,Female,,
255,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE75-79,75-79 years,FMLE,Female,,
256,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE85PLUS,85+ years,FMLE,Female,,
257,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,2010,High-income,USA,United States of America,AGE25-29,25-29 years,FMLE,Female,,
258,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,2010,High-income,USA,United States of America,AGE35-39,35-39 years,FMLE,Female,,
259,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,2010,High-income,USA,United States of America,AGE60-64,60-64 years,FMLE,Female,,
260,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2010,2010,High-income,USA,United States of America,AGE70-74,70-74 years,FMLE,Female,,
261,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE10-14,10-14 years,FMLE,Female,,
262,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE20-24,20-24 years,FMLE,Female,,
263,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE55-59,55-59 years,FMLE,Female,,
264,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2015,2015,High-income,USA,United States of America,AGE65-69,65-69 years,FMLE,Female,,
265,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2019,2019,High-income,USA,United States of America,AGELT1,<1 year,FMLE,Female,,
266,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2019,2019,High-income,USA,United States of America,AGE5-9,5-9 years,FMLE,Female,,
267,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2019,2019,High-income,USA,United States of America,AGE40-44,40-44 years,FMLE,Female,,
268,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2019,2019,High-income,USA,United States of America,AGE50-54,50-54 years,FMLE,Female,,
269,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2019,2019,High-income,USA,United States of America,AGE85PLUS,85+ years,FMLE,Female,,
270,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE1-4,1-4 years,BTSX,Both sexes,,
271,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE25-29,25-29 years,BTSX,Both sexes,,
272,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE35-39,35-39 years,BTSX,Both sexes,,
273,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE70-74,70-74 years,BTSX,Both sexes,,
274,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2000,2000,High-income,USA,United States of America,AGE80-84,80-84 years,BTSX,Both sexes,,
275,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE20-24,20-24 years,BTSX,Both sexes,,
276,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE30-34,30-34 years,BTSX,Both sexes,,
277,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2005,2005,High-income,USA,United States of America,AGE55-59,55-59 years,BTSX,Both sexes,,
